-1.5 0.851348 0.017263
-1.45 0.851759 0.0171594
-1.4 0.851885 0.0160776
-1.35 0.85259 0.0158718
-1.3 0.852851 0.015818
-1.25 0.852994 0.015517
-1.2 0.852511 0.0157099
-1.15 0.852599 0.0163577
-1.1 0.852094 0.0170709
-1.05 0.851629 0.0180912
-1 0.850413 0.0187117
-0.95 0.849243 0.019303
-0.9 0.848134 0.0200805
-0.85 0.847291 0.0205395
-0.8 0.846296 0.0209663
-0.75 0.844857 0.0212708
-0.7 0.844225 0.0212499
-0.65 0.844094 0.0218035
-0.6 0.843338 0.021088
-0.55 0.843323 0.0209864
-0.5 0.843649 0.0210422
-0.45 0.844063 0.0211871
-0.4 0.844593 0.0204982
-0.35 0.844912 0.0197603
-0.3 0.845825 0.0193318
-0.25 0.846865 0.0191627
-0.2 0.847613 0.0183739
-0.15 0.848115 0.0180224
-0.1 0.848371 0.0168357
-0.05 0.848566 0.0166029
7.63278e-16 0.848848 0.0167656
0.05 0.849041 0.0172108
0.1 0.848734 0.0174535
0.15 0.84814 0.0178509
0.2 0.847406 0.0183234
0.25 0.846619 0.0185795
0.3 0.845743 0.019345
0.35 0.8447 0.0202192
0.4 0.844195 0.0200889
0.45 0.844005 0.020902
0.5 0.843485 0.0209831
0.55 0.843477 0.0210932
0.6 0.843208 0.0210589
0.65 0.843287 0.0209099
0.7 0.844197 0.0212463
0.75 0.845001 0.0213169
0.8 0.845911 0.0206454
0.85 0.847355 0.0207088
0.9 0.848263 0.020488
0.95 0.849085 0.0193421
1 0.850991 0.0194972
1.05 0.851377 0.0180314
1.1 0.851786 0.0168541
1.15 0.85227 0.0158539
1.2 0.852743 0.0160708
1.25 0.852853 0.0150006
1.3 0.852835 0.0152199
1.35 0.852631 0.0161371
1.4 0.852187 0.0167414
1.45 0.851968 0.0170429
1.5 0.850902 0.0172741
1.55 0.850843 0.0185765
