0.1 0.0499376 9.2847e-15
0.2 0.0995033 1.41977e-14
0.3 0.148337 1.95131e-14
0.4 0.196104 4.62153e-14
0.5 0.2425 7.85522e-15
0.6 0.287263 3.47517e-14
0.7 0.330177 4.591e-14
0.8 0.371075 1.73203e-14
0.9 0.409837 6.13984e-14
1 0.44639 4.49663e-14
1.1 0.480703 8.50473e-14
1.2 0.512842 0.00604028
1.3 0.542721 0.00530852
1.4 0.570517 0.00662352
1.5 0.596589 0.0137464
1.6 0.620378 0.0132701
1.7 0.642452 0.0142836
1.8 0.662684 0.0137232
1.9 0.682013 0.0188607
2 0.699328 0.0190578
2.1 0.715564 0.0206493
2.2 0.73015 0.0200115
2.3 0.744017 0.0211972
2.4 0.757001 0.0225987
2.5 0.769107 0.023823
2.6 0.779764 0.023237
2.7 0.789434 0.0222028
2.8 0.798951 0.0225266
2.9 0.808198 0.0234447
3 0.815945 0.0225503
3.1 0.823567 0.0223875
3.2 0.830504 0.0219919
3.3 0.836307 0.0204484
3.4 0.842478 0.0202425
3.5 0.847837 0.0193857
3.6 0.852984 0.0186631
3.7 0.857903 0.0182758
3.8 0.862834 0.0180607
3.9 0.866627 0.0168816
4 0.870854 0.0167751
4.1 0.874297 0.0158121
4.2 0.877854 0.0152707
4.3 0.881551 0.0151356
4.4 0.884267 0.014274
4.5 0.887296 0.0138383
4.6 0.889952 0.0131568
4.7 0.893084 0.0130811
4.8 0.895261 0.0126257
4.9 0.897676 0.0120531
5 0.899967 0.0115648
5.1 0.90204 0.011238
5.2 0.904186 0.0108759
5.3 0.90627 0.0108915
5.4 0.907994 0.0101935
5.5 0.909892 0.0100172
5.6 0.911819 0.00981485
5.7 0.913438 0.00966885
5.8 0.914938 0.00936507
5.9 0.916494 0.00909687
6 0.917993 0.00875048
