0.1 0.0499376 9.2847e-15
0.2 0.0995033 1.41977e-14
0.3 0.148337 1.95131e-14
0.4 0.196104 4.62153e-14
0.5 0.2425 7.85522e-15
0.6 0.287263 3.47517e-14
0.7 0.330177 4.591e-14
0.8 0.371075 1.73203e-14
0.9 0.409837 6.13984e-14
1 0.44639 4.49663e-14
1.1 0.480703 8.50473e-14
1.2 0.512842 0.00604028
1.3 0.542668 4.35229e-14
1.4 0.570423 5.76235e-14
1.5 0.596299 0.0082923
1.6 0.620267 0.0116404
1.7 0.642288 0.012264
1.8 0.66286 0.0154772
1.9 0.681724 0.0167567
2 0.698952 0.0166011
2.1 0.7155 0.0203271
2.2 0.730112 0.0198324
2.3 0.743896 0.020714
2.4 0.756672 0.0214788
2.5 0.768979 0.02346
2.6 0.779492 0.0225168
2.7 0.789836 0.0231702
2.8 0.799135 0.022924
2.9 0.807851 0.0227846
3 0.816147 0.0230211
3.1 0.822987 0.0214364
3.2 0.830362 0.0216857
3.3 0.836502 0.0207269
3.4 0.842818 0.0206826
3.5 0.848289 0.0198633
3.6 0.853302 0.0190338
3.7 0.857769 0.0179951
3.8 0.86248 0.0177045
3.9 0.866959 0.0173142
4 0.87054 0.0162238
