0.1 2.3957 0.852274
0.2 1.30372 0.440248
0.3 0.982356 0.306585
0.4 0.834449 0.237286
0.5 0.762762 0.195441
0.6 0.72599 0.164272
0.7 0.706164 0.144215
0.8 0.698061 0.123083
0.9 0.698234 0.111666
1 0.701275 0.0975026
1.1 0.709372 0.087117
1.2 0.71553 0.0765329
1.3 0.726274 0.0698863
1.4 0.734725 0.0631651
1.5 0.74456 0.0563701
1.6 0.754198 0.0514564
1.7 0.762366 0.0466779
1.8 0.772249 0.042265
1.9 0.780932 0.0391202
2 0.788659 0.0351159
2.1 0.796786 0.0321878
2.2 0.802994 0.0298165
2.3 0.810031 0.0266212
2.4 0.81661 0.0259373
2.5 0.823294 0.0234053
2.6 0.828873 0.0217739
2.7 0.834107 0.020225
2.8 0.83944 0.0189271
2.9 0.844503 0.0184457
3 0.8489 0.0170478
