4 0.000264844 0.0199342
4.1 -0.000553403 0.0196158
4.2 0.000111788 0.0192678
4.3 -0.000184601 0.0189445
4.4 8.29689e-05 0.0187286
4.5 -0.00014744 0.0185237
4.6 7.69826e-05 0.0181987
4.7 6.09531e-05 0.0180108
4.8 0.000247643 0.0178014
4.9 6.15099e-05 0.0176285
5 -0.000216451 0.0172648
5.1 4.52499e-05 0.017143
5.2 8.39774e-05 0.0171001
5.3 1.35132e-05 0.0168744
5.4 -0.000205391 0.0164908
5.5 0.000170187 0.0167356
5.6 0.000184201 0.0165772
5.7 -0.00019493 0.0161731
5.8 -0.000126741 0.01608
5.9 -9.00303e-05 0.0161
6 4.79121e-05 0.0158103
